user_name,topic,followers,following,verified,post_count,avg_likes,avg_comments,avg_shares,avg_engagement,influencer_score
alex,Fitness,1067,397,True,11,1.0909090909090908,1.0909090909090908,0.0,0.9600000000000001,1.9186345982208233
cheryanne,Travel,880,643,True,4,0.75,0.0,2.0,0.8525,1.91774950827947
dw_innovation,AI,7974,206,True,4,0.25,0.0,1.25,0.41250000000000003,1.9154960430627526
agowa338,Healthcare,305,511,True,7,1.2857142857142858,0.42857142857142855,1.4285714285714286,1.162857142857143,1.9139629703935717
mythologyandhistory,Healthcare,1331,72,False,3,0.3333333333333333,0.0,3.0,0.7666666666666667,1.9124988609983835
xabd,Finance,585,75,True,2,1.5,1.0,0.0,1.155,1.9068477652802072
DoomsdaysCW,Healthcare,4001,7312,False,4,0.25,1.0,1.0,0.625,1.906682427271552
shansterable,Finance,1565,2077,False,5,0.2,0.0,3.0,0.7000000000000001,1.9034419814826122
ned,Healthcare,2166,1753,False,3,0.0,0.0,3.0,0.6000000000000001,1.9021648502304538
bibliolater,AI,158,203,True,8,0.125,0.0,3.625,0.8487500000000001,1.9013066933663383
alexzap,AI,114,428,False,4,0.0,0.0,4.75,0.95,1.8992398192544875
PeterMLittle,Travel,87,119,False,2,0.0,1.0,3.5,1.0,1.896600522171731
popdavao.com,AI,5,0,False,4,0.0,0.0,6.5,1.3,1.8937639203842083
timrichards,Travel,2910,1145,False,7,0.14285714285714285,0.8571428571428571,1.4285714285714286,0.6142857142857142,1.8892949344189862
Boundlessroads,Travel,4355,148,False,34,0.08823529411764706,0.0,2.411764705882353,0.5264705882352941,1.8818964226079276
strypey,AI,3397,3641,False,5,0.4,1.6,0.0,0.68,1.8796413453347818
TimesSport,Cricket,274000,200,False,2,0.0,0.0,0.0,0.0,1.8781330552497875
stuffifound,Healthcare,1186,0,False,4,0.0,0.0,3.25,0.65,1.8743776591914503
stamen,Healthcare,1686,138,True,4,0.25,0.0,2.0,0.5775000000000001,1.873691668620085
adamr,Healthcare,468,503,False,4,0.0,0.75,2.75,0.7750000000000001,1.872590415266942
news,AI,528,191,True,12,0.0,0.0,2.9166666666666665,0.6416666666666667,1.868879757923286
FknHannu,Fitness,450,543,False,1,1.0,2.0,0.0,1.1,1.8667201009254017
matricardo,AI,311,49,False,4,0.0,0.0,4.0,0.8,1.8614504781714225
jgamet,Travel,577,342,False,10,1.1,0.8,1.4,1.07,1.8589360803008566
ml,Healthcare,1575,877,False,2,1.0,0.0,2.0,0.8999999999999999,1.8543967905626737
springgnoll,Fitness,1569,86,False,1,2.0,0.0,1.0,1.2,1.853824634751353
otter,Healthcare,5,0,False,3,0.0,3.3333333333333335,1.6666666666666667,1.3333333333333333,1.8520972537175417
thenewoil,Finance,10711,34,True,12,0.25,0.0,0.8333333333333334,0.32083333333333336,1.8450131147495499
wanderlustfuldays,Travel,423,281,False,4,0.0,0.0,3.75,0.75,1.8449600182847936
mtcerio,AI,142,244,True,4,0.5,2.0,0.25,0.9900000000000001,1.8446193639928847
Nika4,Fitness,29,0,False,3,4.0,0.0,1.3333333333333333,2.2666666666666666,1.8435129405826567
nfl,Finance,51,0,False,2,0.0,0.0,5.0,1.0,1.8426865577872142
myexpenses,Finance,538,3,True,5,2.2,0.2,0.2,1.32,1.8408030691999848
ChrisIstace,Travel,104,24,False,16,2.0625,0.0,2.5,1.53125,1.8387190525236283
technews,AI,361,48,True,4,0.5,0.0,2.5,0.8250000000000002,1.8383712949512523
ErEfEf,Fitness,156,143,False,4,0.5,0.75,2.75,1.0250000000000001,1.8334368708022462
wokestudies.bsky.social,Healthcare,26,28,False,4,0.0,0.25,5.0,1.0750000000000002,1.8318755299006495
misplacedperson.wordpress.com,Fitness,3,0,False,3,0.3333333333333333,0.3333333333333333,5.666666666666667,1.4000000000000001,1.8246108208346503
tu_muenchen,Healthcare,1524,96,False,4,0.0,1.0,1.5,0.6,1.8244624533562268
pwc,Travel,408,142,False,3,0.6666666666666666,0.0,3.0,0.9333333333333335,1.818723940073087
irishphoto,Healthcare,109,123,False,4,0.75,0.5,3.0,1.125,1.8175720548688623
vcallinan,Fitness,225,307,False,4,3.25,0.0,0.75,1.7750000000000001,1.813080249890843
ttpphd,Healthcare,1465,1196,False,7,1.1428571428571428,0.0,1.7142857142857142,0.9142857142857144,1.8078296466527037
sierranevada,Travel,196,76,True,8,2.625,0.0,0.5,1.5512500000000002,1.8074161152417685
deivudesu,AI,772,581,True,4,0.75,0.0,1.75,0.7650000000000001,1.806796043016925
regal,Fitness,770,527,True,4,0.5,0.5,1.25,0.7150000000000001,1.8063685816379493
wordmark,Healthcare,375,1805,False,6,1.6666666666666667,0.0,2.0,1.2333333333333332,1.8061050381751507
DanielMReck,Fitness,154,361,True,3,0.0,1.0,2.0,0.77,1.8056651442916758
PaulWermer,Healthcare,487,444,False,6,0.0,0.0,3.5,0.7000000000000001,1.803547310877972
mtechman,Healthcare,1681,998,False,4,0.0,0.0,2.75,0.55,1.801660826079934
ProgressivePower,AI,579,213,False,13,0.15384615384615385,0.0,3.230769230769231,0.7230769230769231,1.8006080616849158
NKVSSP,Healthcare,58,14,False,4,0.25,0.0,4.5,1.025,1.7991306165858578
dnc,Finance,1076,0,False,2,0.0,0.0,3.0,0.6000000000000001,1.7972902015734582
gadgetry,Healthcare,297,150,False,4,0.25,0.0,3.5,0.8250000000000001,1.7920640229758107
utazcooverland.com,Travel,6,0,False,3,0.3333333333333333,0.0,5.666666666666667,1.3,1.791886522358297
EyeForFilm,Healthcare,83,39,False,4,0.5,0.0,4.0,1.05,1.789622519826497
Chrissy,Travel,247,104,False,12,1.0,0.6666666666666666,1.9166666666666667,1.0833333333333333,1.7895143119247474
alwynispat,Fitness,247,127,True,3,1.0,0.0,2.0,0.9900000000000001,1.7842157431172223
fionnbharr,Healthcare,426,1029,False,4,0.5,0.0,3.0,0.8500000000000001,1.7835176019842938
bbbhltz,AI,425,925,True,3,0.0,1.0,1.3333333333333333,0.6233333333333334,1.7818158254677796
MikeImBack,Healthcare,932,1110,False,4,0.0,0.0,3.0,0.6000000000000001,1.7757607801271016
globalworldnetworkchannel.wordpress.com,Travel,3,0,False,4,0.0,0.0,6.25,1.25,1.7704441541679836
knoppix95,Finance,882,48,False,2,1.0,0.0,2.0,0.8999999999999999,1.767498780090594
hikingdude,Fitness,2833,569,True,2,1.5,0.0,0.0,0.8250000000000001,1.7654083293413534
alsim71,Travel,182,69,False,6,0.3333333333333333,0.6666666666666666,2.6666666666666665,0.9,1.7647562562595467
azteclady,Healthcare,1201,91,False,4,0.0,0.0,2.75,0.55,1.7512613172642728
KilleansRow,AI,136,108,False,4,0.0,0.75,3.0,0.8250000000000002,1.750497138874219
rationalshareinvestingwithratios.wordpress.com,Finance,0,0,False,2,0.0,0.0,7.0,1.4000000000000001,1.75
mookie,Fitness,1061,133,True,3,0.3333333333333333,1.0,0.3333333333333333,0.5866666666666668,1.7473716849639778
thejapantimes,Healthcare,6200,2,False,28,0.10714285714285714,0.0,1.6428571428571428,0.3821428571428572,1.7473698772524817
EssexCricket,Cricket,112000,400,False,2,0.0,0.0,0.0,0.0,1.7439394618213202
pesrac021,Fitness,494,13,False,8,1.75,0.0,1.5,1.175,1.7431836643853034
ProgressivePower,Healthcare,579,213,False,4,0.0,1.0,1.75,0.65,1.7419542155310697
grayladywriter,Healthcare,484,319,False,4,0.25,0.0,3.0,0.7250000000000001,1.7401223336406224
alex_p_roe,AI,359,379,False,4,1.25,1.0,0.75,1.075,1.7329156047175234
oCDo,Travel,699,52,False,3,2.0,0.0,1.0,1.2,1.7326620502565107
RedwoodSec,Healthcare,183,167,False,6,0.3333333333333333,0.3333333333333333,3.0,0.8666666666666668,1.732240363641348
jik,Healthcare,3170,2798,True,3,0.0,1.0,0.0,0.33,1.7316973752988276
chris,Fitness,1048,1314,False,4,0.75,0.0,2.0,0.775,1.7308388912594446
bobthetraveler,Healthcare,1404,393,True,115,0.09565217391304348,0.10434782608695652,1.617391304347826,0.44286956521739135,1.7292901238177816
yichinglin.wordpress.com,Healthcare,1,0,False,4,0.0,0.0,6.5,1.3,1.7289720770839918
orhun,Fitness,2050,363,True,4,0.75,0.25,0.5,0.605,1.7285536550819427
on_code,AI,445,323,False,4,0.25,0.0,3.0,0.7250000000000001,1.7275478428030095
Snoro,AI,3520,1,False,1,0.0,0.0,2.0,0.4,1.7249750478732577
exquisitesmut,Fitness,996,2,False,4,0.25,0.0,2.5,0.6250000000000001,1.7232126154942757
lardmotel,Fitness,372,58,False,12,0.75,0.8333333333333334,1.4166666666666667,0.9083333333333333,1.7215700962799056
bloodravenlib,Fitness,1025,250,False,5,0.4,0.8,1.2,0.6799999999999999,1.720013453859607
travolax,Travel,859,245,True,11,1.0909090909090908,0.0,1.0,0.7918181818181819,1.7153938442258463
rrgeorge,Fitness,343,372,True,11,0.36363636363636365,0.8181818181818182,1.0909090909090908,0.7100000000000001,1.7142058734666108
fezzifezzino,AI,295,356,True,3,0.6666666666666666,0.0,2.0,0.8066666666666666,1.712575976630137
Brosnung,Healthcare,4,4,False,8,0.75,0.0,5.125,1.4,1.710165686865115
azcoigreach,Healthcare,971,633,True,3,0.0,0.0,2.0,0.4400000000000001,1.7070937077359727
leanpub,AI,778,9,False,8,0.125,0.5,2.0,0.6125,1.7049516568806122
z428eu,Travel,684,3607,False,4,0.25,1.0,1.25,0.675,1.7044128257393338
peterjriley2024,AI,1018,1017,False,4,0.5,1.0,0.75,0.7,1.7014865549834088
sportsrage,Cricket,28800,7000,False,8,0.0,0.0,0.625,0.125,1.6964748081615184
jimbsr,AI,18,28,False,4,0.25,0.0,4.75,1.0750000000000002,1.6916658468749661
adamasnemesis,AI,1061,210,False,8,0.125,0.5,1.75,0.5625,1.6889363802702826
kokurya,Travel,311,86,False,13,1.6923076923076923,0.38461538461538464,1.0769230769230769,1.176923076923077,1.6883735550944994
bobthetraveler,Travel,1404,393,True,355,0.059154929577464786,0.011267605633802818,1.63943661971831,0.3969295774647888,1.6871829590902863
marineinsightspro.wordpress.com,AI,7,0,False,2,0.5,0.0,5.0,1.25,1.6869162312519754
cynnisblog.wordpress.com,Fitness,31,0,False,3,0.3333333333333333,0.0,4.333333333333333,1.0333333333333334,1.6865270520866256
50501Houston,Healthcare,93,569,False,4,0.0,0.0,4.0,0.8,1.6814942173405005
leicsccc,Cricket,73800,200,False,2,0.0,0.0,0.0,0.0,1.6813691340948393
johanhorneman,Travel,747,1042,False,4,0.75,0.0,2.0,0.775,1.6801104466961716
b_rain,Fitness,489,340,True,4,0.75,0.0,1.5,0.7425,1.6779518895322707
msh,AI,1316,775,False,4,0.25,1.0,0.75,0.575,1.677466755261492
rubenstorm,Travel,47,31,False,18,0.3888888888888889,0.05555555555555555,3.888888888888889,0.9888888888888889,1.6695690405250725
timopixel,Travel,127,37,False,4,0.5,0.0,3.25,0.9000000000000001,1.6653045395879427
bespacific,Finance,2300,4309,False,1,0.0,0.0,2.0,0.4,1.661164863505305
SergShevts,Healthcare,1,3,False,7,0.7142857142857143,0.5714285714285714,4.714285714285714,1.4714285714285715,1.6611149342268492
knoppix95,AI,882,48,False,7,0.8571428571428571,0.0,1.7142857142857142,0.7714285714285715,1.6603559229477367
brittanytrang,Healthcare,764,104,False,14,0.14285714285714285,0.5714285714285714,1.7142857142857142,0.5857142857142857,1.6602670893596945
alejandra2012206,Fitness,23,88,False,3,0.6666666666666666,1.0,2.6666666666666665,1.1666666666666667,1.6600414078855252
Laila11,Healthcare,82,284,True,4,0.0,0.0,3.25,0.7150000000000001,1.658608700286439
drkirkadams,AI,537,2772,True,6,0.0,0.0,2.1666666666666665,0.47666666666666674,1.657163329093361
Bad,Healthcare,138,28,False,3,0.3333333333333333,0.0,3.3333333333333335,0.8333333333333334,1.6568377566362704
heygeorgie,Travel,297,34,True,4,0.75,0.5,1.0,0.7975000000000001,1.6536454252733919
unusual_whales,Finance,2464,5,False,192,0.026041666666666668,0.19270833333333334,1.6302083333333333,0.39687500000000003,1.653002479638185
EmpressOfHaB,Travel,175,61,False,4,0.0,0.0,3.5,0.7000000000000001,1.6505725992557227
drmike,AI,703,759,False,3,0.0,0.0,2.6666666666666665,0.5333333333333333,1.6501834200903729
JasonStiff,Travel,718,503,False,4,1.0,1.0,0.25,0.85,1.649179203658157
SCZoomers,Healthcare,202,152,False,3,0.0,1.0,2.0,0.6999999999999998,1.646980896856268
randomized,Fitness,235,324,False,4,1.75,0.75,0.5,1.2,1.6445747707538416
theguardian_us_news,Healthcare,695,0,False,4,0.0,1.0,1.25,0.55,1.644302449050163
ubo,Fitness,1233,1065,False,104,0.7403846153846154,0.75,0.5096153846153846,0.6971153846153846,1.6427024306698
datastory,AI,71,19,False,4,1.0,0.0,3.0,1.1,1.6414999178524083
cnbusinessforum,Healthcare,287,2,False,32,0.09375,0.0,3.03125,0.6531250000000001,1.630694072020392
ricobeck,Fitness,716,257,True,12,1.25,0.25,0.25,0.8166666666666668,1.6303041803656042
RonSupportsYou,Healthcare,880,759,False,20,0.5,0.25,1.6,0.645,1.629658643890427
decompwlj,AI,347,898,False,8,0.0,0.0,3.0,0.6000000000000001,1.627830371966171
brandonjacksonphoto,Fitness,105,0,False,4,2.5,0.5,0.5,1.5,1.6245158641168098
AusSMC,Fitness,338,16,False,3,0.0,0.0,3.0,0.6000000000000001,1.6239000161070676
thejapantimes,Travel,6200,2,False,4,0.25,0.0,1.0,0.325,1.6223698772524817
Rund_Europa,Travel,128,72,False,7,0.42857142857142855,0.0,3.142857142857143,0.8428571428571429,1.6218290035113936
joseph11lim,Healthcare,166,214,False,4,0.0,1.0,2.0,0.7,1.6176990718625133
aspensmonster,Healthcare,1047,1506,True,12,0.08333333333333333,0.3333333333333333,1.0833333333333333,0.3941666666666667,1.616390412705363
StellaArnaldo,Travel,171,67,False,3,0.0,0.0,3.3333333333333335,0.6666666666666666,1.6054575048553512
neuage.me,Travel,1,0,False,4,0.25,0.0,5.75,1.2750000000000001,1.6039720770839918
shansterable,AI,1565,2077,False,2,0.0,0.0,2.0,0.4,1.6034419814826122
Robinzz3,AI,68,173,False,18,0.05555555555555555,0.3333333333333333,3.3333333333333335,0.7944444444444445,1.5990048645784778
macesari,Healthcare,649,350,True,6,0.16666666666666666,0.0,1.6666666666666667,0.4583333333333334,1.595783773210131
TobiasSPQH,Travel,52,83,False,4,0.25,0.0,3.75,0.875,1.5955437870328182
MiaMarkTwo,Healthcare,271,378,False,3,0.0,0.0,3.0,0.6000000000000001,1.5908703099443997
stefanjohansson,Healthcare,269,478,False,3,0.3333333333333333,0.0,2.6666666666666665,0.7000000000000001,1.5897632938497561
lcheylus,AI,827,1069,True,3,0.0,0.0,1.6666666666666667,0.3666666666666667,1.5853038371402346
GetMusic,AI,1064,317,True,4,0.25,0.0,1.25,0.41250000000000003,1.5832954628936817
wholesalemenswear.wordpress.com,Travel,2,0,False,3,0.0,0.0,5.666666666666667,1.1333333333333335,1.5814585099668832
_hypocaust,Cricket,269,106,False,431,0.4965197215777262,0.8375870069605569,1.25754060324826,0.7510440835266821,1.5714338274924478
SoloTrips,Travel,6679,61,False,4,0.0,0.0,1.0,0.2,1.5710309899796038
icastico,Fitness,1017,718,True,171,0.38596491228070173,0.14619883040935672,0.8771929824561403,0.45350877192982464,1.5690536168799525
JanMiksovsky,Travel,236,117,True,4,1.25,0.0,1.0,0.9075000000000001,1.5663549232872969
dogonwheels,Travel,76,30,False,4,0.75,1.0,1.5,0.975,1.5640708132780525
BenjaminHCCarr,AI,2289,604,True,2,0.0,0.0,1.0,0.22000000000000003,1.5624906709304671
TechDesk,Finance,12460,502,True,1,0.0,0.0,0.0,0.0,1.5560092425805734
mkalmes,Fitness,151,373,False,3,1.3333333333333333,1.3333333333333333,0.0,1.0666666666666667,1.5535820781269414
howtophil,Healthcare,236,168,False,3,1.0,0.6666666666666666,1.0,0.9,1.5535423545036031
GregCocks,Healthcare,1659,1864,False,4,0.0,0.0,1.75,0.35000000000000003,1.5496859322025882
nikolaihampton,AI,184,89,False,4,2.0,0.75,0.0,1.2249999999999999,1.5455533737617486
kzoneind,AI,703,15,True,5,0.2,0.0,1.4,0.41800000000000004,1.5427684287660772
eleanorrees,Cricket,935,858,False,11,0.45454545454545453,0.8181818181818182,0.45454545454545453,0.5636363636363636,1.5398786851080024
internationaldatingcozycultures.com,Fitness,2,0,False,2,0.0,0.0,5.5,1.1,1.5397918433002165
ferret_stack,Fitness,31,17,False,32,2.78125,0.40625,0.71875,1.65625,1.537047885419959
pdimagearchive,Fitness,1001,1,False,1,0.0,0.0,2.0,0.4,1.5364629922467214
WealthUpdate,Finance,27004,98,False,1,0.0,0.0,0.0,0.0,1.5305665969540487
kdkorte,Finance,325,67,True,3,0.0,0.0,2.0,0.4400000000000001,1.5268380679255067
tahazsh,AI,19,22,False,2,0.5,2.0,1.0,1.05,1.5243598410330985
lysander07,AI,1388,1319,True,7,0.14285714285714285,0.0,1.0,0.2985714285714286,1.5232102772687526
Akshay,Healthcare,740,451,False,16,0.375,0.0,1.75,0.5375000000000001,1.522450093794413
devontechnologies,AI,1769,0,True,4,0.0,0.0,1.0,0.22000000000000003,1.5199912462186995
Bongolian,Healthcare,511,186,False,3,0.0,0.0,2.3333333333333335,0.46666666666666673,1.5190820270892593
gaggl.com,AI,5,0,False,1,2.0,0.0,3.0,1.6,1.5187639203842083
1up-gaming.bsky.social,Travel,17,0,False,3,0.0,0.0,4.333333333333333,0.8666666666666667,1.516889097017758
ethicalinvestcan.wordpress.com,Finance,2,0,False,5,0.4,0.0,5.0,1.2,1.5147918433002165
Philosophies,AI,70,116,False,4,0.0,0.0,3.5,0.7000000000000001,1.5144019815561973
foxylad,AI,222,221,False,2,0.0,2.0,0.0,0.6,1.511075765719018
psyll,Healthcare,173,767,True,3,0.3333333333333333,0.0,2.0,0.5966666666666667,1.5094107910370642
djwfyi,Fitness,1389,900,False,3,0.6666666666666666,0.0,1.0,0.5333333333333333,1.5022255205853772
A7Production,Travel,284,80,False,13,0.3076923076923077,0.0,2.3076923076923075,0.6153846153846154,1.5017195308864513
gypsyvegan,Healthcare,147,205,False,9,0.1111111111111111,0.0,2.888888888888889,0.6333333333333333,1.4995818410646171
byarielm.fyi,Fitness,7,2,False,4,0.0,0.0,4.75,0.9500000000000002,1.4994162312519754
anagarikaalara,Healthcare,41,96,False,4,0.75,0.0,3.0,0.9750000000000001,1.4981504427425052
globalnews.ca,Healthcare,333,0,False,6,0.0,0.0,2.5,0.5000000000000001,1.496671148946505
sharebearxo,Travel,199,187,False,1,0.0,2.0,0.0,0.6,1.4947476049822055
jungle-jim78.bsky.social,Healthcare,57,22,False,6,0.5,0.5,2.3333333333333335,0.8666666666666667,1.4923997849152961
JasonStiff,Fitness,718,503,False,8,0.875,0.0,1.125,0.6625,1.486679203658157
theinternetiscrack,AI,133,21,False,2,0.0,0.0,3.0,0.6000000000000001,1.4846759699926366
QuyetPawz,Healthcare,198,437,False,4,0.0,0.0,2.75,0.55,1.4814957237086737
michaelrowe01,Fitness,261,236,True,4,0.5,0.0,1.5,0.5725,1.4811518431205812
cheryanne,Healthcare,880,643,True,16,0.25,0.0,1.0,0.35750000000000004,1.4804995082794696
kontrafiktion,Travel,90,72,True,2,1.0,0.0,1.5,0.8800000000000001,1.4757918185752805
aperturememelabs,Healthcare,189,0,False,4,2.5,0.0,0.25,1.3,1.4745536108240729
IoanSaid,Fitness,589,747,False,3,0.3333333333333333,1.0,0.3333333333333333,0.5333333333333333,1.4736850472016314
inautilo,AI,545,36,True,8,0.25,0.0,1.25,0.41250000000000003,1.4730571309979092
WideEyedCurious,Healthcare,653,817,False,1,0.0,0.0,2.0,0.4,1.4724661027185797
linkingdot,Healthcare,126,173,True,3,0.3333333333333333,0.0,2.0,0.6233333333333334,1.4721242025990011
nic221,AI,639,191,True,12,0.0,0.0,1.4166666666666667,0.3116666666666667,1.4713089157650303
erickkeq.wordpress.com,Fitness,2,0,False,9,0.0,0.0,5.222222222222222,1.0444444444444447,1.4703473988557723
Fitnessfoundry,Fitness,496,99,False,68,0.22058823529411764,0.25,1.5588235294117647,0.49705882352941183,1.463641445090965
LevZadov,Healthcare,608,106,False,3,0.0,0.0,2.0,0.4000000000000001,1.4617727401564844
NinjaNia,Healthcare,101,127,False,3,0.6666666666666666,1.0,1.0,0.8333333333333334,1.4604125886593073
Axomamma,Healthcare,599,555,False,3,0.0,0.0,2.0,0.4000000000000001,1.4595394482824218
ajh,Travel,389,303,False,4,0.25,0.0,2.0,0.525,1.4574220108685538
Powerfromspace1,AI,578,462,False,4,0.5,0.0,1.5,0.5499999999999999,1.4541953716359493
CharlieMcHenry,AI,861,587,False,4,0.0,0.0,1.75,0.35000000000000003,1.4513882905995539
macpsych,Fitness,238,993,True,11,1.0,0.5454545454545454,0.09090909090909091,0.75,1.4511164860686994
slashbyte.bsky.social,Travel,19,1,False,8,0.0,0.0,4.0,0.8,1.4493598410330986
kevinrns,AI,2965,4909,False,4,1.0,0.0,0.0,0.5,1.4492454284046816
simon,Fitness,693,508,True,4,0.5,0.0,0.75,0.44000000000000006,1.4452578734836228
ClareBear,Healthcare,536,675,False,2,0.0,0.0,2.0,0.4,1.4428997141763298
fitasamamabear,Fitness,2812,66,False,6,0.0,0.0,1.0,0.20000000000000004,1.4413010212734785
cflynnbooks,Fitness,150,15,False,6,0.16666666666666666,1.0,1.1666666666666667,0.6166666666666667,1.435925308855572
Peter_Link,Healthcare,444,234,False,12,0.4166666666666667,0.0,1.6666666666666667,0.5416666666666666,1.4355444756582694
stephan,Cricket,1174,1207,False,4,0.5,0.0,1.0,0.45,1.4353535139867388
Econopass,Travel,2417,144,False,115,0.0,0.0,1.0608695652173914,0.21217391304347827,1.4338217959805586
afg,Finance,496,0,False,1,0.0,0.0,2.0,0.4,1.4312885039144942
ChariteBerlin,Healthcare,2627,100,False,1,0.0,0.0,1.0,0.2,1.4310967569406752
Karl_Theodor,Healthcare,1137,1377,False,4,0.5,0.0,1.0,0.44999999999999996,1.4305541422029413
yuniporn,Fitness,493,0,False,3,1.3333333333333333,0.0,0.6666666666666666,0.8000000000000002,1.4303803275781886
securityaffairs,AI,1486,180,False,3,0.0,0.0,1.3333333333333333,0.26666666666666666,1.4290107253023565
theguardian_world_news,Fitness,479,0,False,4,0.0,0.0,2.0,0.4,1.4260679155852904
mimarek1,AI,88,216,False,2,1.0,0.0,2.0,0.9,1.423295455459821
rdnielsen,Fitness,255,406,False,5,0.6,0.4,1.2,0.6599999999999999,1.4217766166719343
iosifidis,AI,87,48,False,1,0.0,0.0,3.0,0.6000000000000001,1.421600522171731
golgaloth,Fitness,1764,966,False,5,0.6,0.0,0.6,0.42000000000000004,1.4213858954051095
waynerad,AI,130,94,False,4,0.5,0.0,2.25,0.7,1.4187795984801728
ipsnews.net,AI,5,0,False,4,0.25,1.5,2.25,1.025,1.4187639203842082
Pikapods,Finance,451,30,False,1,1.0,0.0,1.0,0.7,1.4170523269748347
dnc,Healthcare,1076,0,False,17,0.0,0.0,1.4705882352941178,0.29411764705882354,1.4149372603969876
ajaybhg.wordpress.com,Fitness,2,0,False,1,0.0,0.0,5.0,1.0,1.4147918433002165
Dragofix,Healthcare,925,945,False,25,0.24,0.0,1.32,0.38400000000000006,1.414631135196927
m,AI,1541,746,False,4,0.0,0.0,1.25,0.25,1.4136253331184911
bobkmertz,Healthcare,163,114,True,3,0.0,0.0,2.0,0.4400000000000001,1.4134779605909928
Seth_Petsching,Travel,58,48,False,4,1.25,0.5,1.25,1.025,1.4116306165858579
dzwiedziu,AI,771,919,False,4,0.0,1.0,0.25,0.35,1.4098476825037163
PariaSansPortefeuille,Finance,749,542,False,3,0.0,0.0,1.6666666666666667,0.3333333333333333,1.40967764764622
vulkan,AI,967,294,True,4,0.25,0.0,0.75,0.275,1.4094132944006352
ubuntourist,Healthcare,571,1339,True,4,0.25,0.0,1.0,0.35750000000000004,1.4092329335776668
researchbuzz_firehose,Healthcare,287,0,False,62,0.016129032258064516,0.06451612903225806,2.129032258064516,0.4532258064516129,1.4083150397623272
replytomaikel,Fitness,465,223,False,7,0.14285714285714285,1.2857142857142858,0.0,0.45714285714285713,1.4073421308331326
bloodravenlib,Healthcare,1025,250,False,22,0.13636363636363635,0.13636363636363635,1.1363636363636365,0.33636363636363636,1.405922544768698
freezenet,Finance,383,81,True,4,0.0,0.0,1.5,0.32000000000000006,1.405356021176975
jwcph,Finance,1457,916,False,4,1.0,0.0,0.25,0.55,1.4052231368852905
leanpub,Healthcare,778,9,False,8,0.0,0.0,1.625,0.325,1.4049516568806122
PugJesus,Healthcare,114,0,False,12,0.25,1.0833333333333333,1.0,0.65,1.4034064859211544
tomstone,Finance,11,32,True,18,0.0,0.0,3.5555555555555554,0.7377777777777779,1.4024540416594646
heiseonlineenglish,AI,796,0,False,6,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.43333333333333335,1.4021282018185321
bookandswordblog,Finance,860,347,True,1,0.0,0.0,1.0,0.22000000000000003,1.4010855932305755
lovenhl,Travel,149,0,True,2,0.0,0.0,2.0,0.44000000000000006,1.3987548235258822
Dialectician,AI,397,802,False,4,0.0,0.0,2.0,0.4,1.3979678007926655
grahamperrin,AI,574,425,False,22,0.0,0.9090909090909091,0.5,0.3727272727272727,1.3963373243014208
wps.news,AI,13,0,False,4,0.0,0.0,4.0,0.8,1.3958585994422887
siegeavecvue,Travel,302,61,False,4,0.0,1.0,0.75,0.45,1.3945599208264055
drrimmer,AI,1831,861,False,16,0.125,0.0,0.9375,0.25,1.3925995317851112
foodietrack,Fitness,3,12,True,6,0.0,0.16666666666666666,3.8333333333333335,0.8983333333333334,1.3919885695847822
Tim_Eagon,Healthcare,1987,1615,False,4,0.0,0.0,1.0,0.2,1.3892326580824779
micchiato,Healthcare,372,148,False,1,0.0,0.0,2.0,0.4,1.3882367629465724
geospart,Finance,302,146,True,43,0.023255813953488372,0.3953488372093023,0.9767441860465116,0.35813953488372097,1.3878821919788136
pseudoramble,Fitness,301,166,False,7,0.7142857142857143,1.0,0.0,0.6571428571428571,1.385135481177659
matt,Fitness,2378,800,True,3,0.3333333333333333,0.0,0.0,0.18333333333333335,1.3836151925333213
3morereps,Fitness,156,92,False,8,1.5,0.0,1.0,0.95,1.383436870802246
rutschstefan_photo,Fitness,143,125,False,4,1.0,0.75,0.5,0.825,1.3829719949363999
Rhyothemis,Healthcare,358,568,False,4,0.0,0.0,2.0,0.4,1.3824983582732417
RuntimeArguments,AI,26,3,False,4,0.5,0.75,2.0,0.875,1.3818755299006493
oscarjiminy,AI,408,627,False,4,0.5,1.0,0.0,0.55,1.3770572734064204
h4ckernews,Travel,1810,2,False,3,0.0,0.0,1.0,0.20000000000000004,1.375245168682512
everylibrary,Healthcare,1153,92,False,4,0.25,0.0,1.0,0.325,1.3701484170602067
startups,AI,125,40,True,6,0.0,0.0,2.0,0.4400000000000001,1.3699865146469938
GandalfDG,Fitness,220,226,True,3,0.0,0.0,1.6666666666666667,0.3666666666666667,1.367363512417096
GeekAviator,Fitness,13,4,False,7,1.1428571428571428,0.42857142857142855,2.142857142857143,1.1285714285714286,1.3672871708708603
h4ckernews,Fitness,1810,2,False,12,0.0,0.3333333333333333,0.5,0.19999999999999998,1.3669118353491787
vim.brillo,Travel,183,90,False,3,0.3333333333333333,0.0,2.0,0.5666666666666668,1.3655736969746812
CharlieMcHenry,Travel,859,587,False,1,0.0,1.0,0.0,0.3,1.3635398583871328
steveriggins,AI,675,544,True,3,0.0,0.0,1.0,0.22000000000000006,1.3611718575470892
jan,Fitness,745,1015,True,154,0.08441558441558442,0.01948051948051948,0.8246753246753247,0.23428571428571432,1.3606440097479062
