speaker_id,video_id,audio_file,file_path,duration,sample_rate,channels,format,subtype,label
id10544,b-tla8e8z3Q,00002.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10544\b-tla8e8z3Q\00002.wav,8.1200625,16000,1,WAV,PCM_16,40
id10329,vnGHamxUmOc,00008.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10329\vnGHamxUmOc\00008.wav,11.3600625,16000,1,WAV,PCM_16,19
id10932,uAgUjSqIj7U,00004.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10932\uAgUjSqIj7U\00004.wav,6.4800625,16000,1,WAV,PCM_16,69
id10471,8zHTRCLGJFU,00002.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10471\8zHTRCLGJFU\00002.wav,18.4800625,16000,1,WAV,PCM_16,31
id10540,OPV3D7f3bHY,00003.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10540\OPV3D7f3bHY\00003.wav,5.2000625,16000,1,WAV,PCM_16,39
id10804,vByj0n4uCKI,00001.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10804\vByj0n4uCKI\00001.wav,4.4800625,16000,1,WAV,PCM_16,60
id11142,ZRmev1y3MDI,00009.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id11142\ZRmev1y3MDI\00009.wav,7.0800625,16000,1,WAV,PCM_16,86
id10009,AtavJVP4bCk,00005.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10009\AtavJVP4bCk\00005.wav,5.7200625,16000,1,WAV,PCM_16,1
id10510,srtES-HebG0,00001.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10510\srtES-HebG0\00001.wav,4.2800625,16000,1,WAV,PCM_16,37
id10574,1a0bZIEuXaY,00005.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10574\1a0bZIEuXaY\00005.wav,7.6000625,16000,1,WAV,PCM_16,42
id10869,50J9_06iqSA,00001.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10869\50J9_06iqSA\00001.wav,4.7200625,16000,1,WAV,PCM_16,64
id10754,TKQ2eU8u-TE,00001.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10754\TKQ2eU8u-TE\00001.wav,4.5200625,16000,1,WAV,PCM_16,53
id10329,rFtVIplv0KM,00005.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10329\rFtVIplv0KM\00005.wav,9.9600625,16000,1,WAV,PCM_16,19
id10890,qKdrDfEUmCI,00006.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10890\qKdrDfEUmCI\00006.wav,6.3600625,16000,1,WAV,PCM_16,66
id10506,G-5lOHt4c5Y,00001.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10506\G-5lOHt4c5Y\00001.wav,6.9200625,16000,1,WAV,PCM_16,36
id10363,qNGf_D4FkwY,00004.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10363\qNGf_D4FkwY\00004.wav,19.9200625,16000,1,WAV,PCM_16,23
id11200,Zx_QbQ-5BIQ,00006.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id11200\Zx_QbQ-5BIQ\00006.wav,8.9200625,16000,1,WAV,PCM_16,95
id10204,L1fJ3GLw5so,00005.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10204\L1fJ3GLw5so\00005.wav,6.5200625,16000,1,WAV,PCM_16,12
id10698,iDCW6C8g2x0,00017.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10698\iDCW6C8g2x0\00017.wav,13.6400625,16000,1,WAV,PCM_16,50
id10383,nw3xOzRqe_g,00004.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10383\nw3xOzRqe_g\00004.wav,11.1200625,16000,1,WAV,PCM_16,24
id10718,dEpOs4y0-9Y,00005.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10718\dEpOs4y0-9Y\00005.wav,6.3600625,16000,1,WAV,PCM_16,51
id11173,4G7g0K7DU6o,00009.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id11173\4G7g0K7DU6o\00009.wav,5.6400625,16000,1,WAV,PCM_16,89
id10038,7Gd4Fz2UNxQ,00019.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10038\7Gd4Fz2UNxQ\00019.wav,8.6000625,16000,1,WAV,PCM_16,2
id10955,rlDnVuulGow,00003.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10955\rlDnVuulGow\00003.wav,6.2000625,16000,1,WAV,PCM_16,71
id10793,Jl6h8vUSYf4,00009.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10793\Jl6h8vUSYf4\00009.wav,18.6800625,16000,1,WAV,PCM_16,59
id10328,pCe311Fs8gM,00008.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10328\pCe311Fs8gM\00008.wav,5.0800625,16000,1,WAV,PCM_16,18
id10840,PR9f4cmOkBk,00006.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10840\PR9f4cmOkBk\00006.wav,5.4400625,16000,1,WAV,PCM_16,62
id10668,gCTbsfBe1MY,00005.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10668\gCTbsfBe1MY\00005.wav,7.7600625,16000,1,WAV,PCM_16,49
id10932,IHGVJEvRo-c,00013.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10932\IHGVJEvRo-c\00013.wav,7.9200625,16000,1,WAV,PCM_16,69
id10818,VaxjUkL42s4,00006.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10818\VaxjUkL42s4\00006.wav,6.5600625,16000,1,WAV,PCM_16,61
id10241,5e994PbAWH8,00003.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10241\5e994PbAWH8\00003.wav,4.2000625,16000,1,WAV,PCM_16,14
id11083,ltiC9NlMIDw,00018.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id11083\ltiC9NlMIDw\00018.wav,4.5200625,16000,1,WAV,PCM_16,82
id11142,OLe3D5FSRDQ,00001.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id11142\OLe3D5FSRDQ\00001.wav,5.6800625,16000,1,WAV,PCM_16,86
id10889,sPQRohAFCXs,00001.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10889\sPQRohAFCXs\00001.wav,13.1600625,16000,1,WAV,PCM_16,65
id10544,W-rNWlmxFx4,00006.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10544\W-rNWlmxFx4\00006.wav,16.0400625,16000,1,WAV,PCM_16,40
id10175,IJ9KQl1DSFU,00001.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10175\IJ9KQl1DSFU\00001.wav,4.0400625,16000,1,WAV,PCM_16,5
id11128,X-ijU5ChfqY,00003.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id11128\X-ijU5ChfqY\00003.wav,13.8400625,16000,1,WAV,PCM_16,84
id10790,3uNEf8wV728,00013.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10790\3uNEf8wV728\00013.wav,8.2400625,16000,1,WAV,PCM_16,58
id10352,PTAn7JS-Vng,00004.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10352\PTAn7JS-Vng\00004.wav,12.6400625,16000,1,WAV,PCM_16,21
id10761,hcOFWeQH1TE,00021.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10761\hcOFWeQH1TE\00021.wav,6.4400625,16000,1,WAV,PCM_16,54
id11031,iqE8w6DcpXo,00001.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id11031\iqE8w6DcpXo\00001.wav,7.2400625,16000,1,WAV,PCM_16,79
id10329,v7mGgUGBKhw,00006.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10329\v7mGgUGBKhw\00006.wav,10.2400625,16000,1,WAV,PCM_16,19
id10329,v7mGgUGBKhw,00014.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10329\v7mGgUGBKhw\00014.wav,4.6000625,16000,1,WAV,PCM_16,19
id11228,_Q8Sjlfs644,00002.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id11228\_Q8Sjlfs644\00002.wav,6.1600625,16000,1,WAV,PCM_16,99
id10241,0GmspbGMzfo,00001.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10241\0GmspbGMzfo\00001.wav,5.8800625,16000,1,WAV,PCM_16,14
id11011,8vujq5IUBFA,00007.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id11011\8vujq5IUBFA\00007.wav,6.6800625,16000,1,WAV,PCM_16,77
id10177,0YmdjL503FE,00001.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10177\0YmdjL503FE\00001.wav,4.0000625,16000,1,WAV,PCM_16,6
id10329,EXBuk_FwHu0,00012.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10329\EXBuk_FwHu0\00012.wav,4.6000625,16000,1,WAV,PCM_16,19
id10923,6PKYPTseFHo,00010.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10923\6PKYPTseFHo\00010.wav,5.8400625,16000,1,WAV,PCM_16,68
id10942,8V2q4Qg8xHQ,00002.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10942\8V2q4Qg8xHQ\00002.wav,20.8000625,16000,1,WAV,PCM_16,70
id11018,YrWX0QAxIwA,00009.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id11018\YrWX0QAxIwA\00009.wav,5.4400625,16000,1,WAV,PCM_16,78
id11193,aMXzLhbWtmk,00013.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id11193\aMXzLhbWtmk\00013.wav,6.4800625,16000,1,WAV,PCM_16,92
id10766,aLZVHnQIVYw,00026.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10766\aLZVHnQIVYw\00026.wav,4.8800625,16000,1,WAV,PCM_16,55
id10976,OIMjmaeRaBw,00001.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10976\OIMjmaeRaBw\00001.wav,5.0800625,16000,1,WAV,PCM_16,74
id10544,Ld1He13v45U,00004.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10544\Ld1He13v45U\00004.wav,5.0800625,16000,1,WAV,PCM_16,40
id10754,UvmuqJxO38g,00004.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10754\UvmuqJxO38g\00004.wav,6.1200625,16000,1,WAV,PCM_16,53
id10471,KAnnsNGPEJs,00011.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10471\KAnnsNGPEJs\00011.wav,9.9200625,16000,1,WAV,PCM_16,31
id10009,FOFbkVlz-wQ,00001.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10009\FOFbkVlz-wQ\00001.wav,10.0400625,16000,1,WAV,PCM_16,1
id10766,Se_Vz5Ho2qU,00001.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10766\Se_Vz5Ho2qU\00001.wav,4.2800625,16000,1,WAV,PCM_16,55
id10986,xFTIClN5z70,00012.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10986\xFTIClN5z70\00012.wav,10.4800625,16000,1,WAV,PCM_16,75
id10202,I9mZkYSxnOQ,00001.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10202\I9mZkYSxnOQ\00001.wav,6.2000625,16000,1,WAV,PCM_16,11
id10840,n_OWWyfyyo4,00009.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10840\n_OWWyfyyo4\00009.wav,23.0800625,16000,1,WAV,PCM_16,62
id10804,Vh4dIkEyfd0,00004.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10804\Vh4dIkEyfd0\00004.wav,7.4000625,16000,1,WAV,PCM_16,60
id10976,FfKvI_HhRmM,00029.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10976\FfKvI_HhRmM\00029.wav,6.8400625,16000,1,WAV,PCM_16,74
id11128,H7O7V0P7-nk,00004.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id11128\H7O7V0P7-nk\00004.wav,10.3600625,16000,1,WAV,PCM_16,84
id10761,M3NrDQilztA,00002.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10761\M3NrDQilztA\00002.wav,4.5200625,16000,1,WAV,PCM_16,54
id10506,yJBN2j921TI,00001.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10506\yJBN2j921TI\00001.wav,8.6400625,16000,1,WAV,PCM_16,36
id10961,hFCi41fv4YI,00004.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10961\hFCi41fv4YI\00004.wav,5.0400625,16000,1,WAV,PCM_16,72
id11128,lqoFwQvlN1Y,00005.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id11128\lqoFwQvlN1Y\00005.wav,11.6800625,16000,1,WAV,PCM_16,84
id11083,ltiC9NlMIDw,00043.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id11083\ltiC9NlMIDw\00043.wav,8.6000625,16000,1,WAV,PCM_16,82
id10248,82u0tUvOb6c,00019.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10248\82u0tUvOb6c\00019.wav,4.4800625,16000,1,WAV,PCM_16,15
id10385,jfZcp5-rhxk,00002.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10385\jfZcp5-rhxk\00002.wav,4.8000625,16000,1,WAV,PCM_16,26
id10793,Jl6h8vUSYf4,00005.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10793\Jl6h8vUSYf4\00005.wav,6.6000625,16000,1,WAV,PCM_16,59
id10069,nWrEW-7n7z4,00001.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10069\nWrEW-7n7z4\00001.wav,5.8800625,16000,1,WAV,PCM_16,4
id10942,9joTbCx9dzE,00010.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10942\9joTbCx9dzE\00010.wav,13.4800625,16000,1,WAV,PCM_16,70
id11193,IKFx7CO8fb4,00001.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id11193\IKFx7CO8fb4\00001.wav,5.7600625,16000,1,WAV,PCM_16,92
id11181,sgl_MeIFvdU,00007.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id11181\sgl_MeIFvdU\00007.wav,4.9200625,16000,1,WAV,PCM_16,91
id10038,s3ZWWI1GJZ8,00007.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10038\s3ZWWI1GJZ8\00007.wav,12.5600625,16000,1,WAV,PCM_16,2
id10668,D0t_46qPenI,00007.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10668\D0t_46qPenI\00007.wav,7.6800625,16000,1,WAV,PCM_16,49
id10698,DRDn6NFK9Gs,00013.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10698\DRDn6NFK9Gs\00013.wav,11.3600625,16000,1,WAV,PCM_16,50
id10268,wed75lDPS9s,00002.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10268\wed75lDPS9s\00002.wav,8.2000625,16000,1,WAV,PCM_16,17
id11207,ha9OZRs-E-k,00002.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id11207\ha9OZRs-E-k\00002.wav,11.5200625,16000,1,WAV,PCM_16,97
id10840,U9duwXJyt0k,00020.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10840\U9duwXJyt0k\00020.wav,13.6800625,16000,1,WAV,PCM_16,62
id10510,k-ns_KNyvc8,00002.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10510\k-ns_KNyvc8\00002.wav,6.3200625,16000,1,WAV,PCM_16,37
id10069,S2aHVHgxYQU,00006.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10069\S2aHVHgxYQU\00006.wav,11.8400625,16000,1,WAV,PCM_16,4
id10349,jQglnsLZ3R0,00018.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10349\jQglnsLZ3R0\00018.wav,7.9600625,16000,1,WAV,PCM_16,20
id10383,HBfgQcnueVg,00005.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10383\HBfgQcnueVg\00005.wav,4.0800625,16000,1,WAV,PCM_16,24
id10540,sJR9QjezRGg,00004.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10540\sJR9QjezRGg\00004.wav,7.9200625,16000,1,WAV,PCM_16,39
id10550,CmA6pw8S6cA,00006.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10550\CmA6pw8S6cA\00006.wav,6.2400625,16000,1,WAV,PCM_16,41
id10202,cMkqpoAnyRA,00013.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10202\cMkqpoAnyRA\00013.wav,5.1200625,16000,1,WAV,PCM_16,11
id10188,L-ltfAiM1PQ,00002.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10188\L-ltfAiM1PQ\00002.wav,8.4400625,16000,1,WAV,PCM_16,8
id10718,9eX7AoSYHjk,00001.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10718\9eX7AoSYHjk\00001.wav,7.1600625,16000,1,WAV,PCM_16,51
id10198,vkNHQZlIcV8,00002.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10198\vkNHQZlIcV8\00002.wav,16.2800625,16000,1,WAV,PCM_16,10
id10464,oZUHUBwYMYs,00003.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10464\oZUHUBwYMYs\00003.wav,11.9200625,16000,1,WAV,PCM_16,29
id10464,S_JZR39yXEI,00003.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10464\S_JZR39yXEI\00003.wav,6.4400625,16000,1,WAV,PCM_16,29
id10601,pyZmIIfRmvw,00046.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10601\pyZmIIfRmvw\00046.wav,11.6400625,16000,1,WAV,PCM_16,43
id10506,l6mnohJxThE,00013.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10506\l6mnohJxThE\00013.wav,7.7200625,16000,1,WAV,PCM_16,36
id10840,BDnN-BJfQAc,00018.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10840\BDnN-BJfQAc\00018.wav,28.7200625,16000,1,WAV,PCM_16,62
id10009,JrwqvWr5_VE,00007.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10009\JrwqvWr5_VE\00007.wav,4.2000625,16000,1,WAV,PCM_16,1
id11067,0E_h0qBtnFI,00001.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id11067\0E_h0qBtnFI\00001.wav,8.1200625,16000,1,WAV,PCM_16,81
id10007,5ExvrJyWpe8,00001.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10007\5ExvrJyWpe8\00001.wav,6.2400625,16000,1,WAV,PCM_16,0
id10574,kxU9BYwBsm4,00001.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10574\kxU9BYwBsm4\00001.wav,8.6400625,16000,1,WAV,PCM_16,42
id10363,oTbZXWMTGhs,00045.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10363\oTbZXWMTGhs\00045.wav,8.9600625,16000,1,WAV,PCM_16,23
id10790,uDIaCSegfeI,00001.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10790\uDIaCSegfeI\00001.wav,5.2400625,16000,1,WAV,PCM_16,58
id10505,VKg6bRDYm5w,00003.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10505\VKg6bRDYm5w\00003.wav,4.8000625,16000,1,WAV,PCM_16,35
id10515,r6DCadLKJYI,00002.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10515\r6DCadLKJYI\00002.wav,4.0800625,16000,1,WAV,PCM_16,38
id10177,IlhmVLEwysA,00006.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10177\IlhmVLEwysA\00006.wav,4.3200625,16000,1,WAV,PCM_16,6
id10754,FJpiHdbI5Ig,00005.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10754\FJpiHdbI5Ig\00005.wav,4.6000625,16000,1,WAV,PCM_16,53
id10204,Hu9TdJRQYYo,00007.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10204\Hu9TdJRQYYo\00007.wav,4.2000625,16000,1,WAV,PCM_16,12
id11123,_h10Pr6m2A0,00008.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id11123\_h10Pr6m2A0\00008.wav,4.5200625,16000,1,WAV,PCM_16,83
id10698,DRDn6NFK9Gs,00016.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10698\DRDn6NFK9Gs\00016.wav,11.3600625,16000,1,WAV,PCM_16,50
id10754,NyVIPnlNgRc,00001.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10754\NyVIPnlNgRc\00001.wav,6.9200625,16000,1,WAV,PCM_16,53
id11197,4c4lqhAxs0o,00001.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id11197\4c4lqhAxs0o\00001.wav,5.3200625,16000,1,WAV,PCM_16,94
id10976,RqbzGi9ZrqA,00006.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10976\RqbzGi9ZrqA\00006.wav,8.9600625,16000,1,WAV,PCM_16,74
id10793,DppqAcoaqQ8,00001.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10793\DppqAcoaqQ8\00001.wav,9.4000625,16000,1,WAV,PCM_16,59
id10069,KTzq57aUqI8,00016.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10069\KTzq57aUqI8\00016.wav,4.6800625,16000,1,WAV,PCM_16,4
id11175,9jq2l0AMcNA,00008.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id11175\9jq2l0AMcNA\00008.wav,15.7600625,16000,1,WAV,PCM_16,90
id10175,U9Bm6qcL5mU,00013.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10175\U9Bm6qcL5mU\00013.wav,5.1200625,16000,1,WAV,PCM_16,5
id11200,L8aRiQFMfQo,00006.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id11200\L8aRiQFMfQo\00006.wav,4.9600625,16000,1,WAV,PCM_16,95
id11165,RtH2FElkDdY,00002.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id11165\RtH2FElkDdY\00002.wav,3.9600625,16000,1,WAV,PCM_16,88
id10363,oTbZXWMTGhs,00044.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10363\oTbZXWMTGhs\00044.wav,4.4800625,16000,1,WAV,PCM_16,23
id10408,BRsdwIcHrEc,00018.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10408\BRsdwIcHrEc\00018.wav,6.1200625,16000,1,WAV,PCM_16,27
id10869,dBmkWExGsYQ,00008.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10869\dBmkWExGsYQ\00008.wav,15.5200625,16000,1,WAV,PCM_16,64
id11083,HZE1wgLEXBw,00001.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id11083\HZE1wgLEXBw\00001.wav,7.8800625,16000,1,WAV,PCM_16,82
id11083,D8RBqNpoqUM,00001.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id11083\D8RBqNpoqUM\00001.wav,8.7200625,16000,1,WAV,PCM_16,82
id11067,QKX7YR5lz-s,00006.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id11067\QKX7YR5lz-s\00006.wav,5.8400625,16000,1,WAV,PCM_16,81
id11165,VEG5luYCEHg,00029.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id11165\VEG5luYCEHg\00029.wav,6.9600625,16000,1,WAV,PCM_16,88
id10425,4HMR-DEO8WE,00005.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10425\4HMR-DEO8WE\00005.wav,4.9600625,16000,1,WAV,PCM_16,28
id10976,OIMjmaeRaBw,00007.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10976\OIMjmaeRaBw\00007.wav,4.2000625,16000,1,WAV,PCM_16,74
id10955,Y700CCRzcCo,00022.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10955\Y700CCRzcCo\00022.wav,6.0000625,16000,1,WAV,PCM_16,71
id11195,vQTPD0m-tPI,00005.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id11195\vQTPD0m-tPI\00005.wav,8.6400625,16000,1,WAV,PCM_16,93
id10385,RoRMJ9E1xxc,00001.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10385\RoRMJ9E1xxc\00001.wav,4.4800625,16000,1,WAV,PCM_16,26
id10425,HzP9PzoHLcg,00005.wav,D:\Internship_projects\biome-internship-projects\Task5\data\vox1_dev_wav\wav\id10425\HzP9PzoHLcg\00005.wav,4.9200625,16000,1,WAV,PCM_16,28
